Wall time,Step,Value
1588431336.644504,10001,-261.4305725097656
1588431356.715251,20001,-211.87062072753906
1588431383.7404206,30001,-190.9022979736328
1588431444.4344392,40001,-174.06918334960938
1588431478.6173306,50001,-164.77850341796875
1588431512.122124,60001,-146.782958984375
1588431542.1681561,70001,-126.98031616210938
1588431574.5134838,80001,-85.79145050048828
1588431612.7766266,90001,-77.12932586669922
1588431652.9327133,100001,-62.7984504699707
1588431719.540936,110001,-48.70851516723633
1588431757.1265802,120001,-22.9852294921875
1588431795.2996798,130001,-19.765565872192383
1588431829.7396874,140001,-6.193193435668945
1588431868.0684357,150001,0.16565915942192078
1588431905.1421862,160001,24.444019317626953
1588431943.4208415,170001,38.95082473754883
1588431992.5489109,180001,49.898658752441406
1588432030.3209052,190001,54.924957275390625
1588432066.848881,200001,65.33292388916016
1588432105.8471766,210001,57.920711517333984
1588432143.259407,220001,51.8408317565918
1588432177.8188536,230001,63.2843017578125
1588432213.1524258,240001,69.66256713867188
1588432250.8256238,250001,76.95159149169922
1588432315.176387,260001,92.32731628417969
1588432354.4040318,270001,79.47998046875
1588432389.2729023,280001,97.75459289550781
1588432423.7218363,290001,115.38670349121094
1588432460.2224603,300001,132.02394104003906
1588432496.5479763,310001,128.84506225585938
1588432530.0097866,320001,114.11979675292969
1588432567.5516262,330001,60.01889419555664
1588432601.004014,340001,-37.317626953125
1588432634.8860917,350001,-30.228803634643555
1588432668.5854628,360001,-11.183670043945312
1588432707.791406,370001,-43.85749816894531
1588432741.2329,380001,-20.50702667236328
1588432774.876993,390001,-42.98354721069336
1588432809.763101,400001,-67.26958465576172
1588432843.9216354,410001,-107.44647216796875
1588432878.62439,420001,-79.3082504272461
1588432912.3456438,430001,-108.30690002441406
1588432945.2844224,440001,-108.96525573730469
1588432979.2967026,450001,-178.15213012695312
1588433013.3109472,460001,-250.2061309814453
1588433047.130955,470001,-194.55282592773438
1588433082.880868,480001,-141.73870849609375
1588433118.0838552,490001,-130.94224548339844
