Wall time,Step,Value
1588313055.6428893,10001,-218.96424865722656
1588313068.610515,20001,-184.9904327392578
1588313087.6990306,30001,-153.83363342285156
1588313140.3580482,40001,-140.772705078125
1588313169.7203352,50001,-122.43183898925781
1588313203.3738635,60001,-114.38084411621094
1588313233.0631568,70001,-94.62166595458984
1588313252.1214013,80001,-89.87432098388672
1588313271.3299167,90001,-68.91680908203125
1588313291.2990563,100001,-50.3033447265625
1588313341.6245282,110001,-15.31395435333252
1588313370.274488,120001,15.717621803283691
1588313400.2232847,130001,31.582374572753906
1588313431.1185777,140001,50.43684768676758
1588313464.4893227,150001,46.2513542175293
1588313498.2870064,160001,21.3657283782959
1588313531.9559705,170001,11.169927597045898
1588313572.7592895,180001,26.154300689697266
1588313605.8848786,190001,34.17445755004883
1588313639.0014257,200001,44.995628356933594
1588313673.1255524,210001,78.72322082519531
1588313708.1523824,220001,82.99938201904297
1588313741.2233849,230001,80.57294464111328
1588313771.5260289,240001,91.60963439941406
1588313809.9638305,250001,78.40863037109375
1588313843.3797617,260001,87.07861328125
1588313872.5789928,270001,103.63887023925781
1588313905.1681998,280001,137.5945587158203
1588313933.8644633,290001,117.40475463867188
1588313962.6856954,300001,104.15010070800781
1588313984.701254,310001,114.05272674560547
1588314013.139218,320001,113.34921264648438
1588314047.621308,330001,81.47109985351562
1588314080.5520432,340001,78.12224578857422
1588314118.6755297,350001,107.90333557128906
1588314154.7146614,360001,97.52242279052734
1588314189.293083,370001,97.54564666748047
1588314226.3917134,380001,72.96131134033203
1588314252.397344,390001,55.50713348388672
1588314285.7943573,400001,20.601463317871094
1588314320.3032632,410001,-4.697017192840576
1588314355.4215174,420001,-23.356788635253906
1588314391.6091318,430001,-16.36624526977539
1588314426.6382835,440001,-21.931961059570312
1588314461.4580355,450001,-30.479536056518555
1588314496.2865784,460001,-35.97123718261719
1588314531.5765364,470001,-46.3019905090332
1588314567.2626894,480001,-28.53093147277832
1588314594.9732864,490001,-46.37428283691406
